Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,1.0,2011-11-04,31995.483881624543,0.0
1.0,1.0,2011-11-11,17179.260932846122,0.0
1.0,1.0,2011-11-18,17796.52872678371,0.0
1.0,1.0,2011-11-25,16702.99573811622,1.0
1.0,1.0,2011-12-02,22000.85204355478,0.0
1.0,1.0,2011-12-09,30790.35870652705,0.0
1.0,1.0,2011-12-16,44312.57574203391,0.0
1.0,1.0,2011-12-23,53139.00459072985,0.0
1.0,1.0,2011-12-30,18304.96130625963,1.0
1.0,2.0,2011-11-04,45696.28345807258,0.0
1.0,2.0,2011-11-11,42953.46862502855,0.0
1.0,2.0,2011-11-18,42841.242934078175,0.0
1.0,2.0,2011-11-25,42547.159564290625,1.0
1.0,2.0,2011-12-02,43236.09440435887,0.0
1.0,2.0,2011-12-09,46675.407237301464,0.0
1.0,2.0,2011-12-16,49326.814077691226,0.0
1.0,2.0,2011-12-23,60646.12096162257,0.0
1.0,2.0,2011-12-30,36429.929252682654,1.0
1.0,3.0,2011-11-04,9224.515709711874,0.0
1.0,3.0,2011-11-11,9587.200853795564,0.0
1.0,3.0,2011-11-18,9547.223623615859,0.0
1.0,3.0,2011-11-25,10525.650827101601,1.0
1.0,3.0,2011-12-02,11211.840022718936,0.0
1.0,3.0,2011-12-09,12745.872763281508,0.0
1.0,3.0,2011-12-16,14179.475107149972,0.0
1.0,3.0,2011-12-23,15213.274163735035,0.0
1.0,3.0,2011-12-30,8122.417435416888,1.0
1.0,4.0,2011-11-04,37888.58579531486,0.0
1.0,4.0,2011-11-11,35615.63495053897,0.0
1.0,4.0,2011-11-18,37849.13203850516,0.0
1.0,4.0,2011-11-25,44603.99175310239,1.0
1.0,4.0,2011-12-02,36240.83749361615,0.0
1.0,4.0,2011-12-09,37181.157523180584,0.0
1.0,4.0,2011-12-16,38623.94873878976,0.0
1.0,4.0,2011-12-23,47231.083004565786,0.0
1.0,4.0,2011-12-30,35734.56386093282,1.0
1.0,5.0,2011-11-04,25560.260273641205,0.0
1.0,5.0,2011-11-11,25605.768127046755,0.0
1.0,5.0,2011-11-18,27137.56747609167,0.0
1.0,5.0,2011-11-25,71353.9878042324,1.0
1.0,5.0,2011-12-02,37542.23089758563,0.0
1.0,5.0,2011-12-09,51531.14112768904,0.0
1.0,5.0,2011-12-16,59819.676046623616,0.0
1.0,5.0,2011-12-23,88245.11738160322,0.0
1.0,5.0,2011-12-30,32524.99407082074,1.0
1.0,6.0,2011-11-04,3664.872556103734,0.0
1.0,6.0,2011-11-11,2713.9496602680215,0.0
1.0,6.0,2011-11-18,3404.1639899631177,0.0
1.0,6.0,2011-11-25,19043.954782325185,1.0
1.0,6.0,2011-12-02,5192.969385561408,0.0
1.0,6.0,2011-12-09,6698.6405168183755,0.0
1.0,6.0,2011-12-16,12143.201925840336,0.0
1.0,6.0,2011-12-23,27214.75790189753,0.0
1.0,6.0,2011-12-30,4134.817451515808,1.0
1.0,7.0,2011-11-04,16055.152241796419,0.0
1.0,7.0,2011-11-11,19071.96584232261,0.0
1.0,7.0,2011-11-18,25071.716040341114,0.0
1.0,7.0,2011-11-25,67967.60212212421,1.0
1.0,7.0,2011-12-02,47525.784079738594,0.0
1.0,7.0,2011-12-09,66401.22860372315,0.0
1.0,7.0,2011-12-16,97441.34693460741,0.0
1.0,7.0,2011-12-23,165294.03922556707,0.0
1.0,7.0,2011-12-30,24487.149756482035,1.0
1.0,8.0,2011-11-04,37543.52469680256,0.0
1.0,8.0,2011-11-11,34579.176571654345,0.0
