Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,1.0,2011-03-04,18593.76887688146,False
1.0,1.0,2011-03-11,17926.13062005409,False
1.0,1.0,2011-03-18,18535.51627264929,False
1.0,1.0,2011-03-25,21008.38851029438,False
1.0,1.0,2011-04-01,54652.23954725743,False
1.0,1.0,2011-04-08,42694.35299132683,False
1.0,1.0,2011-04-15,14026.008264870503,False
1.0,1.0,2011-04-22,13151.1096977155,False
1.0,1.0,2011-04-29,13883.593642762982,False
1.0,2.0,2011-03-04,49081.71645318798,False
1.0,2.0,2011-03-11,45661.24143805972,False
1.0,2.0,2011-03-18,44842.51448828133,False
1.0,2.0,2011-03-25,43418.23995946336,False
1.0,2.0,2011-04-01,47252.322784246295,False
1.0,2.0,2011-04-08,45534.91425119492,False
1.0,2.0,2011-04-15,47449.48435735155,False
1.0,2.0,2011-04-22,45915.7285028951,False
1.0,2.0,2011-04-29,45978.007331533474,False
1.0,3.0,2011-03-04,10363.293776444028,False
1.0,3.0,2011-03-11,9777.04887282649,False
1.0,3.0,2011-03-18,8821.9339774869,False
1.0,3.0,2011-03-25,9146.173408135757,False
1.0,3.0,2011-04-01,9311.611959571936,False
1.0,3.0,2011-04-08,9224.295811365577,False
1.0,3.0,2011-04-15,9432.745560221127,False
1.0,3.0,2011-04-22,9870.681377611574,False
1.0,3.0,2011-04-29,8771.561514557907,False
1.0,4.0,2011-03-04,38216.8090083158,False
1.0,4.0,2011-03-11,32714.40483987298,False
1.0,4.0,2011-03-18,33609.609465235044,False
1.0,4.0,2011-03-25,31899.953953217148,False
1.0,4.0,2011-04-01,37152.04092642515,False
1.0,4.0,2011-04-08,35298.40276098893,False
1.0,4.0,2011-04-15,34147.9714626599,False
1.0,4.0,2011-04-22,33815.553412052,False
1.0,4.0,2011-04-29,33727.435223251014,False
1.0,5.0,2011-03-04,28029.859747982824,False
1.0,5.0,2011-03-11,28129.69565699553,False
1.0,5.0,2011-03-18,28673.960453611107,False
1.0,5.0,2011-03-25,41414.16345258174,False
1.0,5.0,2011-04-01,33234.637287535945,False
1.0,5.0,2011-04-08,25284.836398900727,False
1.0,5.0,2011-04-15,18907.46875135811,False
1.0,5.0,2011-04-22,27782.198743774796,False
1.0,5.0,2011-04-29,24703.97916133819,False
1.0,6.0,2011-03-04,3159.663720934538,False
1.0,6.0,2011-03-11,3138.901206563579,False
1.0,6.0,2011-03-18,2596.349077760594,False
1.0,6.0,2011-03-25,3541.6025032870266,False
1.0,6.0,2011-04-01,2685.456412895469,False
1.0,6.0,2011-04-08,2779.4756486708093,False
1.0,6.0,2011-04-15,2987.5899354334715,False
1.0,6.0,2011-04-22,2610.4546894746627,False
1.0,6.0,2011-04-29,2415.936082774194,False
1.0,7.0,2011-03-04,19538.20605838229,False
1.0,7.0,2011-03-11,20821.830621551082,False
1.0,7.0,2011-03-18,24639.22093485942,False
1.0,7.0,2011-03-25,16328.666629446569,False
1.0,7.0,2011-04-01,22244.962888576105,False
1.0,7.0,2011-04-08,20872.30049400369,False
1.0,7.0,2011-04-15,19680.66269253606,False
1.0,7.0,2011-04-22,18288.93471340071,False
1.0,7.0,2011-04-29,20343.90944980507,False
1.0,8.0,2011-03-04,37642.51902718907,False
1.0,8.0,2011-03-11,33575.4425710516,False
1.0,8.0,2011-03-18,33146.62666827272,False
1.0,8.0,2011-03-25,31906.281913458086,False
1.0,8.0,2011-04-01,35597.00322275767,False
1.0,8.0,2011-04-08,32014.31407774584,False
1.0,8.0,2011-04-15,32276.804753667857,False
1.0,8.0,2011-04-22,32810.18039567368,False
1.0,8.0,2011-04-29,33690.445763103846,False
1.0,9.0,2011-03-04,25185.427201926977,False
1.0,9.0,2011-03-11,26979.280837009,False
1.0,9.0,2011-03-18,37649.39099545431,False
1.0,9.0,2011-03-25,26752.583976572183,False
1.0,9.0,2011-04-01,30901.912744482317,False
1.0,9.0,2011-04-08,29157.996056695272,False
1.0,9.0,2011-04-15,27500.898086275243,False
1.0,9.0,2011-04-22,27218.842909184088,False
1.0,9.0,2011-04-29,30204.020659839072,False
1.0,10.0,2011-03-04,32736.32634418191,False
1.0,10.0,2011-03-11,31782.51024280443,False
1.0,10.0,2011-03-18,33283.36822845078,False
