Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,1.0,2012-03-02,21786.483081848546,0.0
1.0,1.0,2012-03-09,21813.801547081395,0.0
1.0,1.0,2012-03-16,22088.8588075947,0.0
1.0,1.0,2012-03-23,22736.725190193578,0.0
1.0,1.0,2012-03-30,39752.166144401956,0.0
1.0,1.0,2012-04-06,34863.07635691874,0.0
1.0,1.0,2012-04-13,23303.692664177343,0.0
1.0,1.0,2012-04-20,35703.25122836344,0.0
1.0,1.0,2012-04-27,30672.772157699987,0.0
1.0,2.0,2012-03-02,52784.91810863296,0.0
1.0,2.0,2012-03-09,47711.89735286514,0.0
1.0,2.0,2012-03-16,47749.41393249313,0.0
1.0,2.0,2012-03-23,45971.70861070434,0.0
1.0,2.0,2012-03-30,48495.51184003631,0.0
1.0,2.0,2012-04-06,48210.949846437376,0.0
1.0,2.0,2012-04-13,48192.78312747757,0.0
1.0,2.0,2012-04-20,47918.79911439697,0.0
1.0,2.0,2012-04-27,46998.23572366516,0.0
1.0,3.0,2012-03-02,10744.963000449017,0.0
1.0,3.0,2012-03-09,10298.44408205025,0.0
1.0,3.0,2012-03-16,9299.716542143971,0.0
1.0,3.0,2012-03-23,9724.121422751472,0.0
1.0,3.0,2012-03-30,9894.835499251858,0.0
1.0,3.0,2012-04-06,10021.122172235177,0.0
1.0,3.0,2012-04-13,10098.414814055563,0.0
1.0,3.0,2012-04-20,10606.550285386518,0.0
1.0,3.0,2012-04-27,9632.947757278234,0.0
1.0,4.0,2012-03-02,38638.29034431892,0.0
1.0,4.0,2012-03-09,35076.37304886299,0.0
1.0,4.0,2012-03-16,35465.396362862164,0.0
1.0,4.0,2012-03-23,33785.522294125134,0.0
1.0,4.0,2012-03-30,36872.143149456555,0.0
1.0,4.0,2012-04-06,36499.70188339668,0.0
1.0,4.0,2012-04-13,34768.019599041516,0.0
1.0,4.0,2012-04-20,35706.131034931714,0.0
1.0,4.0,2012-04-27,35068.71834333854,0.0
1.0,5.0,2012-03-02,31320.53844277521,0.0
1.0,5.0,2012-03-09,28746.19168584009,0.0
1.0,5.0,2012-03-16,26623.23254220148,0.0
1.0,5.0,2012-03-23,32506.30444733759,0.0
1.0,5.0,2012-03-30,29971.537141486606,0.0
1.0,5.0,2012-04-06,25319.75802342554,0.0
1.0,5.0,2012-04-13,21914.61458127161,0.0
1.0,5.0,2012-04-20,26616.46495930811,0.0
1.0,5.0,2012-04-27,22502.17324559351,0.0
1.0,6.0,2012-03-02,3874.9686276317902,0.0
1.0,6.0,2012-03-09,3339.0605840088197,0.0
1.0,6.0,2012-03-16,3404.2292122246095,0.0
1.0,6.0,2012-03-23,3930.4411638380357,0.0
1.0,6.0,2012-03-30,3162.665390908844,0.0
1.0,6.0,2012-04-06,3309.237540781624,0.0
1.0,6.0,2012-04-13,3679.286343395836,0.0
1.0,6.0,2012-04-20,3654.243758022911,0.0
1.0,6.0,2012-04-27,3161.7616162897416,0.0
1.0,7.0,2012-03-02,16964.848462432325,0.0
1.0,7.0,2012-03-09,16594.297773211896,0.0
1.0,7.0,2012-03-16,21810.8496645388,0.0
1.0,7.0,2012-03-23,14793.473863452375,0.0
1.0,7.0,2012-03-30,17675.241470187604,0.0
1.0,7.0,2012-04-06,17053.354564517438,0.0
1.0,7.0,2012-04-13,15274.747483104169,0.0
1.0,7.0,2012-04-20,15424.37958750099,0.0
1.0,7.0,2012-04-27,16701.851420730054,0.0
1.0,8.0,2012-03-02,38850.00135582228,0.0
1.0,8.0,2012-03-09,34941.38984900255,0.0
1.0,8.0,2012-03-16,34696.90250670452,0.0
1.0,8.0,2012-03-23,33169.31981443901,0.0
1.0,8.0,2012-03-30,35867.34247475405,0.0
1.0,8.0,2012-04-06,34241.26015179892,0.0
1.0,8.0,2012-04-13,33549.573285694314,0.0
1.0,8.0,2012-04-20,34158.84397345324,0.0
1.0,8.0,2012-04-27,33942.43767117996,0.0
