Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,1.0,2011-05-06,18096.950113799565,0.0
1.0,1.0,2011-05-13,18299.03350197154,0.0
1.0,1.0,2011-05-20,16000.457015676682,0.0
1.0,1.0,2011-05-27,16022.598229710387,0.0
1.0,1.0,2011-06-03,17067.566335365434,0.0
1.0,1.0,2011-06-10,17192.50481727419,0.0
1.0,1.0,2011-06-17,16677.843599823445,0.0
1.0,1.0,2011-06-24,16591.909627712008,0.0
1.0,2.0,2011-05-06,48287.895567339,0.0
1.0,2.0,2011-05-13,44888.3750389792,0.0
1.0,2.0,2011-05-20,46232.21484148232,0.0
1.0,2.0,2011-05-27,46830.88952065501,0.0
1.0,2.0,2011-06-03,48219.72717811362,0.0
1.0,2.0,2011-06-10,47297.3229107676,0.0
1.0,2.0,2011-06-17,47700.895461551,0.0
1.0,2.0,2011-06-24,46012.33783119786,0.0
1.0,3.0,2011-05-06,9712.591349617946,0.0
1.0,3.0,2011-05-13,8232.585326884484,0.0
1.0,3.0,2011-05-20,8489.153265942605,0.0
1.0,3.0,2011-05-27,8471.791136790376,0.0
1.0,3.0,2011-06-03,8186.961624152686,0.0
1.0,3.0,2011-06-10,7777.044249392483,0.0
1.0,3.0,2011-06-17,8042.279703035912,0.0
1.0,3.0,2011-06-24,7428.746379655281,0.0
1.0,4.0,2011-05-06,36899.44455166849,0.0
1.0,4.0,2011-05-13,32871.25300472114,0.0
1.0,4.0,2011-05-20,35277.29604219169,0.0
1.0,4.0,2011-05-27,35902.52618626727,0.0
1.0,4.0,2011-06-03,39049.09670003178,0.0
1.0,4.0,2011-06-10,35136.35333838792,0.0
1.0,4.0,2011-06-17,34871.01379240212,0.0
1.0,4.0,2011-06-24,33734.65862480109,0.0
1.0,5.0,2011-05-06,20053.217765606973,0.0
1.0,5.0,2011-05-13,17818.21507305725,0.0
1.0,5.0,2011-05-20,15361.570130990674,0.0
1.0,5.0,2011-05-27,16675.04029455016,0.0
1.0,5.0,2011-06-03,23286.237469988966,0.0
1.0,5.0,2011-06-10,19910.969436993564,0.0
1.0,5.0,2011-06-17,20566.55960580093,0.0
1.0,5.0,2011-06-24,18344.57026311706,0.0
1.0,6.0,2011-05-06,5901.576950651771,0.0
1.0,6.0,2011-05-13,5529.879109412609,0.0
1.0,6.0,2011-05-20,4313.029921273878,0.0
1.0,6.0,2011-05-27,4775.039206477525,0.0
1.0,6.0,2011-06-03,4050.685101864106,0.0
1.0,6.0,2011-06-10,3881.3203037611124,0.0
1.0,6.0,2011-06-17,3600.565887460663,0.0
1.0,6.0,2011-06-24,4043.58027901332,0.0
1.0,7.0,2011-05-06,20686.659815314615,0.0
1.0,7.0,2011-05-13,18730.388674150494,0.0
1.0,7.0,2011-05-20,25142.822975083527,0.0
1.0,7.0,2011-05-27,33393.72774049713,0.0
1.0,7.0,2011-06-03,42308.3305621016,0.0
1.0,7.0,2011-06-10,29317.956395623198,0.0
1.0,7.0,2011-06-17,28914.942583842476,0.0
1.0,7.0,2011-06-24,27922.18946174443,0.0
1.0,8.0,2011-05-06,35382.61385360789,0.0
1.0,8.0,2011-05-13,32507.92820559126,0.0
1.0,8.0,2011-05-20,33259.00401226534,0.0
1.0,8.0,2011-05-27,33485.273183079065,0.0
1.0,8.0,2011-06-03,35273.83594596675,0.0
1.0,8.0,2011-06-10,32856.152100989224,0.0
1.0,8.0,2011-06-17,32955.11232233476,0.0
1.0,8.0,2011-06-24,31594.819025884015,0.0
1.0,9.0,2011-05-06,28482.763394270598,0.0
1.0,9.0,2011-05-13,24462.93496300715,0.0
1.0,9.0,2011-05-20,25962.11055633837,0.0
1.0,9.0,2011-05-27,28668.85106474363,0.0
1.0,9.0,2011-06-03,35447.331760661364,0.0
