Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,1.0,2012-09-07,19235.16085795965,1.0
1.0,1.0,2012-09-14,19935.618438526057,0.0
1.0,1.0,2012-09-21,19428.443614288233,0.0
1.0,1.0,2012-09-28,20413.742375179194,0.0
1.0,1.0,2012-10-05,23429.23675946798,0.0
1.0,1.0,2012-10-12,24877.461987300776,0.0
1.0,1.0,2012-10-19,26256.092293544672,0.0
1.0,1.0,2012-10-26,35229.164939685725,0.0
1.0,2.0,2012-09-07,45437.571760702245,1.0
1.0,2.0,2012-09-14,45975.37714927208,0.0
1.0,2.0,2012-09-21,44999.26502757084,0.0
1.0,2.0,2012-09-28,46489.98485057365,0.0
1.0,2.0,2012-10-05,48043.20888428699,0.0
1.0,2.0,2012-10-12,44265.71146993648,0.0
1.0,2.0,2012-10-19,44903.0066333295,0.0
1.0,2.0,2012-10-26,44185.15198235523,0.0
1.0,3.0,2012-09-07,11653.40639626134,1.0
1.0,3.0,2012-09-14,11167.516677609568,0.0
1.0,3.0,2012-09-21,9917.478454581385,0.0
1.0,3.0,2012-09-28,9605.092097154742,0.0
1.0,3.0,2012-10-05,10211.955701581126,0.0
1.0,3.0,2012-10-12,9625.524456969386,0.0
1.0,3.0,2012-10-19,9546.59099327672,0.0
1.0,3.0,2012-10-26,9203.460459104663,0.0
1.0,4.0,2012-09-07,37566.86152140621,1.0
1.0,4.0,2012-09-14,36228.487798852955,0.0
1.0,4.0,2012-09-21,35297.1665322018,0.0
1.0,4.0,2012-09-28,36136.65094391826,0.0
1.0,4.0,2012-10-05,39108.81441180233,0.0
1.0,4.0,2012-10-12,36535.002697153126,0.0
1.0,4.0,2012-10-19,36337.13947550777,0.0
1.0,4.0,2012-10-26,36505.17759673122,0.0
1.0,5.0,2012-09-07,17936.612460645127,1.0
1.0,5.0,2012-09-14,19561.222827704834,0.0
1.0,5.0,2012-09-21,19891.03214553206,0.0
1.0,5.0,2012-09-28,21622.57306531279,0.0
1.0,5.0,2012-10-05,25760.081074746537,0.0
1.0,5.0,2012-10-12,23169.152593644547,0.0
1.0,5.0,2012-10-19,25995.384336503434,0.0
1.0,5.0,2012-10-26,22809.401388677048,0.0
1.0,6.0,2012-09-07,3262.1419253740405,1.0
1.0,6.0,2012-09-14,3072.505261937151,0.0
1.0,6.0,2012-09-21,3521.6574774179553,0.0
1.0,6.0,2012-09-28,2987.3813767824267,0.0
1.0,6.0,2012-10-05,3076.9565585050677,0.0
1.0,6.0,2012-10-12,3289.889598647127,0.0
1.0,6.0,2012-10-19,3812.3957343492602,0.0
1.0,6.0,2012-10-26,3748.295247593889,0.0
1.0,7.0,2012-09-07,16538.772352448334,1.0
1.0,7.0,2012-09-14,14785.894115677704,0.0
1.0,7.0,2012-09-21,14679.174816361297,0.0
1.0,7.0,2012-09-28,14095.043223610748,0.0
1.0,7.0,2012-10-05,14001.212530365814,0.0
1.0,7.0,2012-10-12,14863.325660935272,0.0
1.0,7.0,2012-10-19,19380.85555385672,0.0
1.0,7.0,2012-10-26,18596.13299678885,0.0
1.0,8.0,2012-09-07,35862.52003588958,1.0
1.0,8.0,2012-09-14,35949.851135399775,0.0
1.0,8.0,2012-09-21,35165.54764285369,0.0
1.0,8.0,2012-09-28,37750.650458481745,0.0
1.0,8.0,2012-10-05,38356.96109500213,0.0
1.0,8.0,2012-10-12,36230.54029765411,0.0
1.0,8.0,2012-10-19,36207.76260295196,0.0
1.0,8.0,2012-10-26,36358.77220263763,0.0
1.0,9.0,2012-09-07,42718.42063999591,1.0
1.0,9.0,2012-09-14,32902.11238480029,0.0
1.0,9.0,2012-09-21,33521.821655277585,0.0
1.0,9.0,2012-09-28,42872.37563515124,0.0
1.0,9.0,2012-10-05,37592.72389126239,0.0
1.0,9.0,2012-10-12,35226.51035213885,0.0
1.0,9.0,2012-10-19,30675.810717586854,0.0
1.0,9.0,2012-10-26,36306.46910858569,0.0
1.0,10.0,2012-09-07,33596.864809383565,1.0
1.0,10.0,2012-09-14,31605.392678250482,0.0
1.0,10.0,2012-09-21,29812.00927351873,0.0
1.0,10.0,2012-09-28,31594.586893190553,0.0
1.0,10.0,2012-10-05,33401.22484623354,0.0
1.0,10.0,2012-10-12,32321.72959755819,0.0
1.0,10.0,2012-10-19,31445.94691156309,0.0
1.0,10.0,2012-10-26,28698.599428643396,0.0
1.0,11.0,2012-09-07,19198.302492141454,1.0
1.0,11.0,2012-09-14,18959.41449236843,0.0
1.0,11.0,2012-09-21,17819.61533522579,0.0
1.0,11.0,2012-09-28,18860.947890996664,0.0
1.0,11.0,2012-10-05,21020.238632678716,0.0
1.0,11.0,2012-10-12,18028.28932762119,0.0
1.0,11.0,2012-10-19,19687.02362370464,0.0
1.0,11.0,2012-10-26,19809.1311297414,0.0
1.0,12.0,2012-09-07,10839.89695056755,1.0
1.0,12.0,2012-09-14,10127.51929446537,0.0
1.0,12.0,2012-09-21,9337.900629127807,0.0
1.0,12.0,2012-09-28,8724.296779478378,0.0
1.0,12.0,2012-10-05,11537.981305325813,0.0
1.0,12.0,2012-10-12,11705.163942659683,0.0
1.0,12.0,2012-10-19,11470.625239933319,0.0
1.0,12.0,2012-10-26,9689.938161814995,0.0
1.0,13.0,2012-09-07,41229.91193543115,1.0
1.0,13.0,2012-09-14,40273.24554691949,0.0
1.0,13.0,2012-09-21,39405.66400395074,0.0
1.0,13.0,2012-09-28,40788.40594254174,0.0
1.0,13.0,2012-10-05,43313.80530319848,0.0
1.0,13.0,2012-10-12,39907.82140503564,0.0
1.0,13.0,2012-10-19,39354.703763586665,0.0
1.0,13.0,2012-10-26,39492.33395157495,0.0
1.0,14.0,2012-09-07,13439.730318219776,1.0
1.0,14.0,2012-09-14,13039.11807480585,0.0
1.0,14.0,2012-09-21,13282.11542025339,0.0
1.0,14.0,2012-09-28,13687.87636223566,0.0
1.0,14.0,2012-10-05,14338.765706212635,0.0
1.0,14.0,2012-10-12,13869.119287879581,0.0
1.0,14.0,2012-10-19,13179.820207746143,0.0
1.0,14.0,2012-10-26,13778.713102014179,0.0
1.0,16.0,2012-09-07,19972.29566958073,1.0
1.0,16.0,2012-09-14,15972.741670633586,0.0
1.0,16.0,2012-09-21,14990.001503015788,0.0
1.0,16.0,2012-09-28,14302.863908792766,0.0
1.0,16.0,2012-10-05,14482.518052126201,0.0
1.0,16.0,2012-10-12,11770.561051393779,0.0
1.0,16.0,2012-10-19,10529.705822969707,0.0
1.0,16.0,2012-10-26,9222.10897829655,0.0
1.0,17.0,2012-09-07,8543.113455198501,1.0
1.0,17.0,2012-09-14,8045.316185138917,0.0
1.0,17.0,2012-09-21,7924.809230707383,0.0
1.0,17.0,2012-09-28,7564.98185124228,0.0
1.0,17.0,2012-10-05,8030.082594774461,0.0
1.0,17.0,2012-10-12,7305.969537161088,0.0
1.0,17.0,2012-10-19,7168.543502472138,0.0
1.0,17.0,2012-10-26,7275.76260795424,0.0
1.0,18.0,2012-09-07,70.38625455324473,1.0
1.0,18.0,2012-09-14,1121.1975162071449,0.0
1.0,18.0,2012-09-21,1965.9177877945167,0.0
