Store,Dept,Date,Weekly_Pred,IsHoliday
1.0,1.0,2012-07-06,17096.334101886183,0.0
1.0,1.0,2012-07-13,17142.041224688917,0.0
1.0,1.0,2012-07-20,16130.969042987259,0.0
1.0,1.0,2012-07-27,16585.61722490254,0.0
1.0,1.0,2012-08-03,17093.293278903395,0.0
1.0,1.0,2012-08-10,16434.44108983937,0.0
1.0,1.0,2012-08-17,16325.166714877518,0.0
1.0,1.0,2012-08-24,15852.200007171066,0.0
1.0,1.0,2012-08-31,18164.677172393232,0.0
1.0,2.0,2012-07-06,46360.822274059,0.0
1.0,2.0,2012-07-13,47928.07979640359,0.0
1.0,2.0,2012-07-20,47533.704335540475,0.0
1.0,2.0,2012-07-27,46895.53219589585,0.0
1.0,2.0,2012-08-03,51000.753037780465,0.0
1.0,2.0,2012-08-10,48849.79256710404,0.0
1.0,2.0,2012-08-17,49841.155537694634,0.0
1.0,2.0,2012-08-24,49225.41404613847,0.0
1.0,2.0,2012-08-31,50785.93343099946,0.0
1.0,3.0,2012-07-06,9784.096922621293,0.0
1.0,3.0,2012-07-13,14835.190473660989,0.0
1.0,3.0,2012-07-20,17826.53672049956,0.0
1.0,3.0,2012-07-27,20389.29263387637,0.0
1.0,3.0,2012-08-03,26291.581371531054,0.0
1.0,3.0,2012-08-10,31180.711274251506,0.0
1.0,3.0,2012-08-17,44080.01367555575,0.0
1.0,3.0,2012-08-24,49118.94370339827,0.0
1.0,3.0,2012-08-31,21375.431937679812,0.0
1.0,4.0,2012-07-06,40662.47092668702,0.0
1.0,4.0,2012-07-13,37614.546647950905,0.0
1.0,4.0,2012-07-20,37438.30875389268,0.0
1.0,4.0,2012-07-27,37640.04366247346,0.0
1.0,4.0,2012-08-03,42061.63821546723,0.0
1.0,4.0,2012-08-10,39641.36075155427,0.0
1.0,4.0,2012-08-17,41689.301109716194,0.0
1.0,4.0,2012-08-24,38334.43007700135,0.0
1.0,4.0,2012-08-31,40474.19910661866,0.0
1.0,5.0,2012-07-06,19104.783962990543,0.0
1.0,5.0,2012-07-13,18330.162336196205,0.0
1.0,5.0,2012-07-20,18575.10446574857,0.0
1.0,5.0,2012-07-27,18044.966253961822,0.0
1.0,5.0,2012-08-03,19800.478219117424,0.0
1.0,5.0,2012-08-10,18793.24689837863,0.0
1.0,5.0,2012-08-17,17964.235115494033,0.0
1.0,5.0,2012-08-24,16403.962645139,0.0
1.0,5.0,2012-08-31,17474.78022726943,0.0
1.0,6.0,2012-07-06,4101.839797180295,0.0
1.0,6.0,2012-07-13,2990.1797756367923,0.0
1.0,6.0,2012-07-20,3314.776166122556,0.0
1.0,6.0,2012-07-27,3136.7633923703434,0.0
1.0,6.0,2012-08-03,3327.4120666199924,0.0
1.0,6.0,2012-08-10,3141.745802085996,0.0
1.0,6.0,2012-08-17,2248.3945547753574,0.0
1.0,6.0,2012-08-24,2646.843175094724,0.0
1.0,6.0,2012-08-31,3160.4584595376255,0.0
1.0,7.0,2012-07-06,22397.633986394485,0.0
1.0,7.0,2012-07-13,19009.106023709854,0.0
1.0,7.0,2012-07-20,17715.878885190567,0.0
1.0,7.0,2012-07-27,16608.373770635208,0.0
1.0,7.0,2012-08-03,17323.207758824905,0.0
1.0,7.0,2012-08-10,15885.964948575576,0.0
1.0,7.0,2012-08-17,15429.845472257217,0.0
1.0,7.0,2012-08-24,14278.94744197615,0.0
1.0,7.0,2012-08-31,16024.955320279678,0.0
1.0,8.0,2012-07-06,37625.24909529685,0.0
1.0,8.0,2012-07-13,35844.13231024741,0.0
1.0,8.0,2012-07-20,36321.53258738517,0.0
1.0,8.0,2012-07-27,35761.220849847785,0.0
1.0,8.0,2012-08-03,37857.172199583045,0.0
1.0,8.0,2012-08-10,34457.450276708594,0.0
1.0,8.0,2012-08-17,34203.22958550452,0.0
1.0,8.0,2012-08-24,33583.33981881141,0.0
1.0,8.0,2012-08-31,38364.87005839347,0.0
1.0,9.0,2012-07-06,29567.58783271032,0.0
1.0,9.0,2012-07-13,22239.02755953985,0.0
1.0,9.0,2012-07-20,21580.965731880242,0.0
1.0,9.0,2012-07-27,20919.14194133001,0.0
1.0,9.0,2012-08-03,20708.012733718926,0.0
1.0,9.0,2012-08-10,19164.163095733697,0.0
1.0,9.0,2012-08-17,26335.797767898614,0.0
1.0,9.0,2012-08-24,25360.190123817498,0.0
1.0,9.0,2012-08-31,48376.815419456536,0.0
1.0,10.0,2012-07-06,33624.11452943812,0.0
1.0,10.0,2012-07-13,32118.450967497927,0.0
1.0,10.0,2012-07-20,32203.963396258456,0.0
1.0,10.0,2012-07-27,32075.155809588534,0.0
1.0,10.0,2012-08-03,34639.86629248391,0.0
1.0,10.0,2012-08-10,33509.39181286822,0.0
1.0,10.0,2012-08-17,33538.07382816802,0.0
1.0,10.0,2012-08-24,34055.70960117112,0.0
1.0,10.0,2012-08-31,33650.784222192866,0.0
1.0,11.0,2012-07-06,28909.533014969944,0.0
1.0,11.0,2012-07-13,30243.509483294605,0.0
1.0,11.0,2012-07-20,31013.948268370747,0.0
1.0,11.0,2012-07-27,27930.336434083103,0.0
1.0,11.0,2012-08-03,33491.92854519379,0.0
1.0,11.0,2012-08-10,26949.757665829777,0.0
1.0,11.0,2012-08-17,25335.334589200138,0.0
1.0,11.0,2012-08-24,22526.9491250087,0.0
1.0,11.0,2012-08-31,21450.491846995472,0.0
1.0,12.0,2012-07-06,11602.91112352023,0.0
1.0,12.0,2012-07-13,10419.184396272993,0.0
1.0,12.0,2012-07-20,11657.461140519476,0.0
1.0,12.0,2012-07-27,11632.064901000356,0.0
1.0,12.0,2012-08-03,11505.62596059451,0.0
1.0,12.0,2012-08-10,12473.875612145757,0.0
1.0,12.0,2012-08-17,10108.540296918249,0.0
1.0,12.0,2012-08-24,9308.018645173406,0.0
1.0,12.0,2012-08-31,10744.977081066465,0.0
1.0,13.0,2012-07-06,41267.63798300818,0.0
1.0,13.0,2012-07-13,40888.81640116766,0.0
1.0,13.0,2012-07-20,40658.19628588751,0.0
1.0,13.0,2012-07-27,39528.34932772711,0.0
1.0,13.0,2012-08-03,43725.29622141913,0.0
1.0,13.0,2012-08-10,40156.9780041416,0.0
1.0,13.0,2012-08-17,42261.40439478949,0.0
1.0,13.0,2012-08-24,40686.9938780506,0.0
1.0,13.0,2012-08-31,44996.0497538288,0.0
1.0,14.0,2012-07-06,14830.476389107998,0.0
1.0,14.0,2012-07-13,13963.553257403668,0.0
1.0,14.0,2012-07-20,13883.930261311825,0.0
1.0,14.0,2012-07-27,13366.451300797757,0.0
1.0,14.0,2012-08-03,15188.506752429303,0.0
1.0,14.0,2012-08-10,14120.617598233517,0.0
1.0,14.0,2012-08-17,14561.45275324374,0.0
1.0,14.0,2012-08-24,12953.351817069348,0.0
1.0,14.0,2012-08-31,13920.066428599652,0.0
1.0,16.0,2012-07-06,34011.625079230784,0.0
1.0,16.0,2012-07-13,29108.87729461622,0.0
1.0,16.0,2012-07-20,27008.455102042673,0.0
1.0,16.0,2012-07-27,23475.121464805125,0.0
1.0,16.0,2012-08-03,24915.708890990732,0.0
1.0,16.0,2012-08-10,22307.911604957102,0.0
1.0,16.0,2012-08-17,20512.453917579172,0.0
1.0,16.0,2012-08-24,18525.618164138315,0.0
1.0,16.0,2012-08-31,19919.94196422529,0.0
1.0,17.0,2012-07-06,7531.960326580664,0.0
1.0,17.0,2012-07-13,7506.431650786062,0.0
1.0,17.0,2012-07-20,7862.762150673529,0.0
1.0,17.0,2012-07-27,7627.350445656439,0.0
1.0,17.0,2012-08-03,8190.811196236273,0.0
1.0,17.0,2012-08-10,7632.419230608602,0.0
1.0,17.0,2012-08-17,8494.277547030111,0.0
1.0,17.0,2012-08-24,8790.23654833283,0.0
1.0,17.0,2012-08-31,7622.384124903341,0.0
1.0,18.0,2012-07-20,6614.233675214777,0.0
